Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
09/06/2002,City by the Sea,"NYPD detective Vincent, whose father had killed a child, sees his homeless junkie son become a suspect. He races to save him for his grandson.",Michael Caton-Jones,"Robert De Niro,
Frances McDormand,
James Franco",John Murphy,
09/06/2002,Equilibrium,"In 2072 totalitarian Libria after a big war, all forms of feeling are illegal. An enforcement officer starts to experience emotions and joins a resistance.",Kurt Wimmer,"Christian Bale,
Emily Watson,
Taye Diggs",Klaus Badelt,
09/13/2002,Barbershop,"Calvin inherits a struggling Chicago barbershop from his deceased father, sells it to a loan shark, and slowly begins to realize his father’s vision.",Tim Story,"Ice Cube,
Anthony Anderson,
Sean Patrick Thomas",Terence Blanchard,
09/20/2002,Spirited Away,"During her family's move to the suburbs, a sullen 10-year-old girl enters a world with gods, witches, and spirits, and where humans become beasts.",Hayao Miyazaki,"Rumi Hiiragi,
Miyu Irino,
Mari Natsuki",Joe Hisaishi,
09/20/2002,The Four Feathers,"In the 1880s, a British officer resigns his post just before battle and receives feathers as symbols of cowardice. He goes to Sudan to save his friends.",Shekhar Kapur,"Heath Ledger,
Wes Bentley,
Kate Hudson",James Horner,
09/27/2002,Sweet Home Alabama,A fashion designer who has reinvented herself as a New York socialite and been proposed to must return to Alabama to be divorced from a husband.,Andy Tennant,"Reese Witherspoon,
Josh Lucas,
Patrick Dempsey",George Fenton,
09/27/2002,The Tuxedo,A hapless chauffeur must take a comatose secret spy's place using his special gadget-laden tuxedo and work with a genius scientist new to the field.,Kevin Donovan,"Jackie Chan,
Jennifer Love Hewitt,
Jason Isaacs","Christophe Beck,
John Debney",
10/04/2002,Red Dragon,"A retired FBI agent with psychological gifts tracks down the Tooth Fairy, a mysterious serial killer. Aiding him is imprisoned Hannibal Lecter.",Brett Ratner,"Anthony Hopkins,
Edward Norton,
Ralph Fiennes",Danny Elfman,Hannibal 3
10/11/2002,Bowling for Columbine,A filmmaker explores the roots of America's predilection for gun violence with a look at the Columbine High School security camera tapes.,Michael Moore,Michael Moore,Jeff Gibbs,documentary
10/11/2002,Brown Sugar,"In New York, childhood friends hip hop magazine editor Sidney and record label worker Dre handle other relationships before considering their love.",Rick Famuyiwa,"Taye Diggs,
Sanaa Lathan,
Mos Def",Robert Hurst,
10/11/2002,Knockaround Guys,"Matty is unable to find a job due to people fearing his mob boss father. He heads to Spokane to get a bag, but it is stolen by teen baggage handlers.","Brian Koppelman,
David Levien","Barry Pepper,
Vin Diesel,
Seth Green",Clint Mansell,
10/11/2002,Punch-Drunk Love,A novelty supplier falls for an English woman while being extorted by a phone sex line run by a mattress salesman and buying a lot of pudding.,Paul Thomas Anderson,"Adam Sandler,
Emily Watson,
Philip Seymour Hoffman",Jon Brion,
10/11/2002,The Transporter,"Frank Martin, who transports packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.","Corey Yuen,
Louis Leterrier","Jason Statham,
Shu Qi,
François Berléand",Stanley Clarke,
10/11/2002,Tuck Everlasting,"In 1914 Treegap, 15-year-old Winnie meets and falls in love with a young man who is part of a family of immortals that drink from a magic spring.",Jay Russell,"Alexis Bledel,
Jonathan Jackson,
Ben Kingsley",William Ross,
10/18/2002,The Ring,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,Gore Verbinski,"Naomi Watts,
Martin Henderson,
David Dorfman",Hans Zimmer,
10/25/2002,Frida,"A surrealist Mexican artist channels the pain of a crippling injury, her tempestuous marriage with a muralist, and an affair with a communist in work.",Julie Taymor,"Salma Hayek,
Alfred Molina,
Geoffrey Rush",Elliot Goldenthal,
10/25/2002,Ghost Ship,"A salvage crew discovers a lost 1962 passenger ship floating lifeless in the Bering Sea, and learns that its long-dead passengers are still stuck in it.",Steve Beck,"Julianna Margulies,
Ron Eldard,
Desmond Harrington",John Frizzell,
10/25/2002,The Truth About Charlie,"After her husband's murder, Regina is chased in Paris by three men wanting money he stole. She turns to a charming American stranger for help.",Jonathan Demme,"Mark Wahlberg,
Thandiwe Newton,
Tim Robbins","Rachel Portman,
Deva Anderson",
11/01/2002,I Spy,Agent Scott and middleweight boxing champion Robinson go undercover to stop an arms dealer from selling the stolen Switchblade stealth fighter.,Betty Thomas,"Owen Wilson,
Eddie Murphy,
Famke Janssen",Richard Gibbs,
11/01/2002,The Santa Clause 2,"After Charlie is placed on the naughty list, Scott must return home. He must also marry a new wife by Christmas Eve. A Santa clone takes his place.",Michael Lembeck,"Tim Allen,
Judge Reinhold,
Wendy Crewson",George S. Clinton,
11/01/2002,The Weight of Water,A newspaper photographer researches an 1873 double homicide and finds her own life paralleling that of a witness who survived the tragic ordeal.,Kathryn Bigelow,"Elizabeth Hurley,
Catherine McCormack,
Sean Penn",David Hirschfelder,
11/06/2002,Femme Fatale,"A mercenary thief steals diamonds and betrays her partners. In Paris, she is mistakenly taken by a U.S. family as a woman who commited suicide.",Brian De Palma,"Rebecca Romijn,
Antonio Banderas,
Peter Coyote",Ryuichi Sakamoto,
11/08/2002,8 Mile,"In 1995 Detroit, white rapper B-Rabbit attempts to launch a career in hip hop while he lives with his alcoholic mother and fights in Shelter rap battles.",Curtis Hanson,"Eminem,
Mekhi Phifer,
Brittany Murphy",Eminem,
11/08/2002,Far from Heaven,"In 1957 Connecticut, happy housewife Cathy's life is complicated when her husband Frank attends conversion therapy and she sees black Raymond.",Todd Haynes,"Julianne Moore,
Dennis Quaid,
Dennis Haysbert",Elmer Bernstein,
11/15/2002,Harry Potter and the Chamber of Secrets,"After a house elf warns him, Harry hears voices inside Hogwarts' walls. Muggle-born students are attacked. Deadly warnings are written in blood.",Chris Columbus,"Daniel Radcliffe,
Rupert Grint,
Emma Watson",John Williams,Harry Potter 2
11/22/2002,Die Another Day,"After captivity in North Korea, Bond goes to Cuba. He meets NSA agent Jinx as he uncovers a laser plot of diamond mogul Graves and terrorist Zao.",Lee Tamahori,"Pierce Brosnan,
Halle Berry,
Toby Stephens",David Arnold,James Bond 20
11/22/2002,Friday After Next,"When a robber dressed as Santa steals their rent money and presents, Craig and Day-Day work as security guards to avoid an eviction and a convict.",Marcus Raboy,"Ice Cube,
Mike Epps,
John Witherspoon",John Murphy,Friday 3
11/27/2002,Eight Crazy Nights,"Davey Stone, an alcoholic with a criminal record, is sentenced to reform doing community service under the training of an elderly basketball referee.",Seth Kearsley,"Adam Sandler,
Jackie Titone,
Austin Stout","Teddy Castellucci,
Marc Ellis,
Ray Ellis",
11/27/2002,Solaris,Psychologist Chris is sent to investigate the crew of a station orbiting a planet. He learns replicas of their loved ones like his wife Rheya and son form.,Steven Soderbergh,"George Clooney,
Natascha McElhone,
Jeremy Davies",Cliff Martinez,
11/27/2002,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic “loot of a thousand worlds,” a cyborg cook named John Silver teaches him to battle supernovas. Soon, Jim realizes Silver is a pirate intent on mutiny.","Ron Clements,
John Musker","Joseph Gordon-Levitt,
Brian Murray,
Emma Thompson",James Newton Howard,
12/06/2002,Adaptation,"Screenwriter Charlie, whose twin brother Donald is more successful, desperately attempts to adapt Susan Orlean's The Orchid Thief for the screen.",Spike Jonze,"Nicolas Cage,
Meryl Streep,
Chris Cooper",Carter Burwell,
12/06/2002,Analyze That,"Mobster Paul Vitti is released from prison into Dr. Ben Sobel's care. Chaos ensues as Vitti declares he wants out, and Sobel inherits a family practice.",Harold Ramis,"Robert De Niro,
Billy Crystal,
Lisa Kudrow",David Holmes,Analyze This 2
12/13/2002,About Schmidt,A newly retired actuary loses his wife to a blood clot. He begins writing letters to a Tanzanian boy and travels to his estranged daughter's wedding.,Alexander Payne,"Jack Nicholson,
Hope Davis,
Dermot Mulroney",Rolfe Kent,
12/13/2002,Drumline,A band director recruits a Harlem street drummer to play at a Southern university.,Charles Stone III,"Nick Cannon,
Zoe Saldana,
Orlando Jones",John Powell,
12/13/2002,Maid in Manhattan,A single mother works as a maid at a high-end hotel. A senatorial candidate falls for her thinking she is a socialite since she wore a guest's dress.,Wayne Wang,"Jennifer Lopez,
Ralph Fiennes,
Natasha Richardson",Alan Silvestri,
12/13/2002,Star Trek: Nemesis,Captain Picard diverts his crew from its wedding trip to a Romulan peace treaty. He is shocked when the Praetor Shinzon claims to be his clone.,Stuart Baird,"Patrick Stewart,
Jonathan Frakes,
Brent Spiner",Jerry Goldsmith,Star Trek 10
12/13/2002,The Hot Chick,An attractive and mean-spirited teenager finds herself in the body of an older man. She must find a way to get back to her original body.,Tom Brady,"Rob Schneider,
Rachel McAdams,
Anna Faris",John Debney,
12/18/2002,The Lord of the Rings: The Two Towers,"While Frodo and Sam edge closer to Mordor with Gollum's help, the three heroes stand against the wizard Saruman and his Orc hordes of Isengard.",Peter Jackson,"Elijah Wood,
Ian McKellen,
Viggo Mortensen",Howard Shore,Lord of the Rings 2
12/19/2002,25th Hour,"Cornered by the DEA, convicted New York drug dealer Montgomery reevaluates his life in the 24 remaining hours before his seven-year jail term.",Spike Lee,"Edward Norton,
Philip Seymour Hoffman,
Barry Pepper",Terence Blanchard,
12/19/2002,Antwone Fisher,"A young Navy sailor is forced to see a psychiatrist after a violent outburst. Through treatment, he reveals a painful childhood and finds his family.",Denzel Washington,"Derek Luke,
Denzel Washington,
Joy Bryant",Mychael Danna,
12/20/2002,Gangs of New York,"In 1862, Amsterdam returns to Manhattan to get revenge on Bill the Butcher, his father's killer. He teams with the Dead Rabbits over Bill's Natives.",Martin Scorsese,"Leonardo DiCaprio,
Daniel Day-Lewis,
Cameron Diaz",Howard Shore,
12/20/2002,The Wild Thornberrys Movie,Eliza and Debbie are two sisters who do not get along. Their relationship is tested when Eliza might have to give up talking to animals.,"Cathy Malkasian,
Jeff McGrath","Lacey Chabert,
Tim Curry,
Jodi Carlisle",Drew Neumann,
12/20/2002,Two Weeks Notice,"An environment lawyer decides that she is used too much like a nanny by her billionaire boss, so she walks out on him.",Marc Lawrence,"Sandra Bullock,
Hugh Grant,
Alicia Witt",John Powell,
12/25/2002,Catch Me If You Can,"In the 1960s, an FBI agent chases a teenage con artist who forges millions of dollars and poses as a Pan Am pilot, a doctor, and a legal prosecutor.",Steven Spielberg,"Leonardo DiCaprio,
Tom Hanks,
Christopher Walken",John Williams,
12/25/2002,The Hours,"Writer Virginia in 1932, pregnant housewife Laura in 1951, and bisexual Clarissa in 2001 search for more potent, meaningful lives and face their fear.",Stephen Daldry,"Meryl Streep,
Julianne Moore,
Nicole Kidman",Philip Glass,
12/25/2002,The Pianist,"In the 1940s, a Polish Jewish musician struggles to survive his stay in and then the uprising of the Warsaw Ghetto. He performs for a Nazi officer.",Roman Polanski,"Adrien Brody,
Thomas Kretschmann,
Frank Finlay",Wojciech Kilar,
12/27/2002,Chicago,"In 1924, Cook County death row murderer Roxie works with lawyer Billy to reinvent her reputation. Showgirl inmate Velma wants the same attention.",Rob Marshall,"Renée Zellweger,
Catherine Zeta-Jones,
Richard Gere","John Kander,
Fred Ebb,
Danny Elfman",
12/27/2002,Sonny,"A discharged soldier returns to New Orleans with hope of breaking away from his upbringing as a prostitute, but his mother has other expectations.",Nicolas Cage,"James Franco,
Brenda Blethyn,
Harry Dean Stanton",Clint Mansell,
12/31/2002,Confessions of a Dangerous Mind,"At the height of his unique television game show career, Chuck is recruited by the CIA and trained to become a covert operative and an assassin.",George Clooney,"Sam Rockwell,
Drew Barrymore,
George Clooney",Alex Wurman,
01/10/2003,Just Married,"A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.",Shawn Levy,"Ashton Kutcher,
Brittany Murphy,
Christian Kane",Christophe Beck,
01/17/2003,City of God,"In a Rio de Janeiro slum, two boys' paths diverge as one struggles to become a photographer and the other a kingpin. A drug dealer war escalates.","Fernando Meirelles,
Kátia Lund","Alexandre Rodrigues,
Leandro Firmino da Hora,
Phellipe Haagensen","Antônio Pinto,
Ed Cortês",
01/17/2003,Kangaroo Jack,"A hairstylist and a would-be musician get involved with the mob so must deliver $50,000 to Australia, but they lose the money to a crafty wild kangaroo.",David McNally,"Jerry O'Connell,
Anthony Anderson,
Estella Warren",Trevor Rabin,
01/17/2003,National Security,"When LAPD policeman Hank is accused of hitting Earl, he is put in prison. Six months later, the two reunite as security guards and take down thieves.",Dennis Dugan,"Martin Lawrence,
Steve Zahn,
Colm Feore",Randy Edelman,
01/24/2003,Darkness Falls,"In 1990, Kyle sees the Tooth Fairy kill his mother but is blamed. 12 years later, he returns home to save his friend Caitlin's targeted brother Michael.",Jonathan Liebesman,"Chaney Kley,
Emma Caulfield,
Lee Cormie",Brian Tyler,
01/31/2003,Final Destination 2,"Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death stalks the group of survivors.",David R. Ellis,"Ali Larter,
A. J. Cook,
Michael Landes",Shirley Walker,
01/31/2003,The Recruit,"A fatherless CIA trainee is recruited by a veteran to prove his worth at the Farm, the CIA's secret training grounds, where he learns to trust nobody.",Roger Donaldson,"Al Pacino,
Colin Farrell,
Bridget Moynahan",Klaus Badelt,
02/07/2003,How to Lose a Guy in 10 Days,Advertising executive Ben bets that he can make a woman fall in love with him in ten days. Writer Andie bets she can drive away a man in ten days.,Donald Petrie,"Kate Hudson,
Matthew McConaughey,
Adam Goldberg",David Newman,
02/07/2003,Shanghai Knights,"In 1887, when a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy go to London with justice on their minds.",David Dobkin,"Jackie Chan,
Owen Wilson,
Donnie Yen",Randy Edelman,Shanghai Noon 2
02/14/2003,Daredevil,"A blind attorney fights crime as a masked martial artist. After Wilson Fisk hires Bullseye to kill him, he runs into his girlfriend Elektra and fights her.",Mark Steven Johnson,"Ben Affleck,
Jennifer Garner,
Michael Clarke Duncan",Graeme Revell,
02/21/2003,Old School,"Three friends attempt to recapture their glory days by opening up a fraternity, Lambda Epsilon Omega, near their alma mater.",Todd Phillips,"Luke Wilson,
Will Ferrell,
Vince Vaughn",Theodore Shapiro,
02/21/2003,The Life of David Gale,"In Texas, professor and advocate against capital punishment David is on death row after an activist is found killed. Journalist Bitsey investigates this.",Alan Parker,"Kevin Spacey,
Kate Winslet,
Laura Linney","Alex Parker,
Jake Parker",
02/28/2003,Cradle 2 the Grave,"A jewel thief steals prized black diamonds, but his daughter is kidnapped. A Taiwanese agent is on his trail but then works with him to get revenge.",Andrzej Bartkowiak,"Jet Li,
DMX,
Gabrielle Union","John Frizzell,
Damon ""Grease"" Blackman",
03/07/2003,Bringing Down the House,"Separated from his wife, tax attorney Peter chats with secret felon Charlene online. She breaks out and stays at his house hoping to show innocence.",Adam Shankman,"Steve Martin,
Queen Latifah,
Eugene Levy",Lalo Schifrin,
03/07/2003,Tears of the Sun,"Lieutenant Waters leads his team to the Nigerian jungle to find a doctor. They succeed, but she will join them only if they decide to save 70 refugees.",Antoine Fuqua,"Bruce Willis,
Monica Bellucci,
Cole Hauser",Hans Zimmer,
03/12/2003,Bend It Like Beckham,"In London, two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional soccer.",Gurinder Chadha,"Parminder Nagra,
Keira Knightley,
Jonathan Rhys Meyers",Craig Pruess,
03/14/2003,Agent Cody Banks,A government agent trains Cody Banks in the ways of covert operations that require younger participants.,Harald Zwart,"Frankie Muniz,
Hilary Duff,
Angie Harmon",John Powell,
03/14/2003,Willard,A social misfit with an ill mother is humiliated in front of co-workers by his cruel boss. He forms a connection to rats and uses them at his own will.,Glen Morgan,"Crispin Glover,
R. Lee Ermey,
Laura Elena Harring",Shirley Walker,
03/21/2003,Dreamcatcher,Four associates on a yearly hunting trip in Maine discover that a town is being plagued by parasitic aliens as a military unit contains anyone exposed.,Lawrence Kasdan,"Thomas Jane,
Damian Lewis,
Timothy Olyphant",James Newton Howard,
03/21/2003,Piglet's Big Movie,"When Piglet comes up missing after feeling sad due to his size and clumsiness, his friends use his scrapbook to locate him, pondering his huge role.",Francis Glebas,"John Fiedler,
Jim Cummings,
Nikita Hopkins","Carl Johnson,
Carly Simon",
03/21/2003,View from the Top,"Motivated by a memoir author, small-town woman Donna sets out to fulfill her dream of becoming a flight attendant and train to work a top Paris route.",Bruno Barreto,"Gwyneth Paltrow,
Christina Applegate,
Mark Ruffalo",Theodore Shapiro,
03/28/2003,Basic,A DEA agent investigates the disappearance of a notorious Army Ranger Sergeant and several of his cadets during a Panama exercise gone awry.,John McTiernan,"John Travolta,
Connie Nielsen,
Samuel L. Jackson",Klaus Badelt,
03/28/2003,Head of State,"When a presidential candidate dies in the middle of the campaign, a Washington, D.C. alderman is unexpectedly picked as his replacement.",Chris Rock,"Chris Rock,
Bernie Mac,
Dylan Baker","Marcus Miller,
DJ Quik",
03/28/2003,Laurel Canyon,"An uptight young man and his fiancée move into his libertine mother's house in L.A., where the mother works with her British musician boyfriend.",Lisa Cholodenko,"Frances McDormand,
Christian Bale,
Kate Beckinsale",Craig Wedren,
03/28/2003,The Core,A geophysicist discovers the earth’s inner core has stopped rotating. Gifted scientists plan to detonate a device that will reactivate the core.,Jon Amiel,"Aaron Eckhart,
Hilary Swank,
Delroy Lindo",Christopher Young,
04/04/2003,A Man Apart,"After his wife is murdered, undercover DEA agent Sean Vetter is on a quest to stop an odd drug lord named Diablo who replaced a baron he arrested.",F. Gary Gray,"Vin Diesel,
Larenz Tate,
Timothy Olyphant",Anne Dudley,
04/04/2003,Phone Booth,"A publicist finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. He negotiates with the caller and a police captain.",Joel Schumacher,"Colin Farrell,
Forest Whitaker,
Katie Holmes",Harry Gregson-Williams,
04/04/2003,What a Girl Wants,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",Dennie Gordon,"Amanda Bynes,
Colin Firth,
Kelly Preston",Rupert Gregson-Williams,
04/11/2003,Anger Management,A bullied secretary who has a tantrum on a flight is sentenced to learn to control anger under a renowned therapist with unconventional methods.,Peter Segal,"Adam Sandler,
Jack Nicholson,
Marisa Tomei",Teddy Castellucci,
04/11/2003,House of 1000 Corpses,"Two couples traveling across Texas searching for urban legends of murder end up prisoners of a bizarre, sadistic backwater family of serial killers.",Rob Zombie,"Sid Haig,
Bill Moseley,
Sheri Moon","Rob Zombie,
Scott Humphrey",Firefly 1
04/16/2003,A Mighty Wind,"1960s-era folk musicians, inspired by the death of their former manager, get back on the stage for one concert in New York City’s Town Hall.",Christopher Guest,"Catherine O'Hara,
Eugene Levy,
Harry Shearer",Christopher Guest,
04/16/2003,Bulletproof Monk,"In 2003, an immortal Tibetan kung fu master who has spent 60 years protecting a scroll mentors a street kid in the ancient intricacies of kung fu.",Paul Hunter,"Chow Yun-fat,
Seann William Scott,
Jaime King",Éric Serra,
04/18/2003,Holes,"A wrongfully convicted boy is sent to brutal Camp Green Lake, where he joins young prisoners in digging holes in the desert looking for treasures.",Andrew Davis,"Shia LaBeouf,
Sigourney Weaver,
Jon Voight",Joel McNeely,
04/18/2003,Malibu's Most Wanted,A senator's campaign team arranges for his white son who fancies himself black to be kidnapped by black actors to shock him out of his rapper plans.,John Whitesell,"Jamie Kennedy,
Taye Diggs,
Anthony Anderson",John Van Tongeren,
04/25/2003,Identity,"Stranded at a desolate Nevada motel during a big rain storm, ten strangers suspect each other as they realize they are being killed off one by one.",James Mangold,"John Cusack,
Ray Liotta,
Amanda Peet",Alan Silvestri,
04/25/2003,It Runs in the Family,"The Grombergs are a prominent, dysfunctional New York family busy wallowing in their lives as an aged widower, a lawyer, and a college senior.",Fred Schepisi,"Michael Douglas,
Kirk Douglas,
Cameron Douglas",Paul Grabowsky,
05/02/2003,The Lizzie McGuire Movie,"Lizzie graduates from middle school and heads to Rome with her class. Italian pop star Paolo asks her to lip sync for Isabella, a singer she looks like.",Jim Fall,"Hilary Duff,
Adam Lamberg,
Robert Carradine",Cliff Eidelman,
05/02/2003,X2,"When anti-mutant Colonel Stryker kidnaps Professor X and attacks his school, the X-Men must ally with archenemy Magneto to stop him.",Bryan Singer,"Patrick Stewart,
Hugh Jackman,
Ian McKellen",John Ottman,X-Men 2
05/09/2003,Daddy Day Care,"Two men, Charlie Hinton and Phil Ryerson, get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.",Steve Carr,"Eddie Murphy,
Jeff Garlin,
Steve Zahn",David Newman,
05/09/2003,Down with Love,"In 1962 New York City, a ladies' man journalist poses as an astronaut to get close to an author of a book aiming to free women from love and men.",Peyton Reed,"Renée Zellweger,
Ewan McGregor,
Sarah Paulson",Marc Shaiman,
05/15/2003,The Matrix Reloaded,Neo and allies seek the Oracle before an army of machines locates the city of Zion and destroys it. Neo must rescue Trinity from a fate in his dreams.,"Lana Wachowski,
Lilly Wachowski","Keanu Reeves,
Laurence Fishburne,
Carrie-Anne Moss",Don Davis,Matrix 2
05/23/2003,Bruce Almighty,A New York television field reporter who too often complains about God is given almighty powers by him to teach him how difficult it is to run the world.,Tom Shadyac,"Jim Carrey,
Morgan Freeman,
Jennifer Aniston",John Debney,
05/30/2003,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a quest with a forgetful blue tang to retrieve him.",Andrew Stanton,"Albert Brooks,
Ellen DeGeneres,
Alexander Gould",Thomas Newman,
05/30/2003,The Italian Job,"After being betrayed and left for dead by Steve in Italy, fixer Charlie, former leader John's daughter, and his old team plan a gold heist against Steve.",F. Gary Gray,"Mark Wahlberg,
Charlize Theron,
Edward Norton",John Powell,
06/06/2003,2 Fast 2 Furious,Former cop Brian O'Conner is called upon to bust an Argentinian drug lord. Brian recruits the help of childhood friend Roman. The two go undercover.,John Singleton,"Paul Walker,
Tyrese Gibson,
Eva Mendes",David Arnold,Fast & Furious 2
06/06/2003,Whale Rider,"Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader.",Niki Caro,"Keisha Castle-Hughes,
Rawiri Paratene,
Vicky Haughton",Lisa Gerrard,
06/13/2003,Hollywood Homicide,An LAPD detective who also does work as a real estate agent and his young partner who wants to be an actor investigate the murder of a rap group.,Ron Shelton,"Harrison Ford,
Josh Hartnett,
Lena Olin",Alex Wurman,
06/13/2003,Rugrats Go Wild,"The Rugrats get tangled in an exotic adventure helped by the Thornberrys, a family that travels the world making nature documentaries.","Norton Virgien,
John Eng","E. G. Daily,
Nancy Cartwright,
Kath Soucie",Mark Mothersbaugh,
06/20/2003,Alex & Emma,A broke writer has 30 days to finish a novel to pay back loan sharks or they will kill him. He hires the services of a stubborn stenographer. They bond.,Rob Reiner,"Kate Hudson,
Luke Wilson,
Sophie Marceau",Marc Shaiman,
06/20/2003,Hulk,"Bruce, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",Ang Lee,"Eric Bana,
Jennifer Connelly,
Sam Elliott",Danny Elfman,
06/27/2003,28 Days Later,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",Danny Boyle,"Cillian Murphy,
Naomie Harris,
Christopher Eccleston",John Murphy,
06/27/2003,Charlie's Angels: Full Throttle,Three Angels and Bosley's adoptive brother look into a series of murders that occur after the theft of a witness protection program profile database.,McG,"Cameron Diaz,
Drew Barrymore,
Lucy Liu",Edward Shearmur,Charlie's Angels 2
07/02/2003,"Legally Blonde 2: Red, White & Blonde","When Elle learns that her dog Bruiser's mother is owned by a cosmetics company, she journeys to Washington, D.C. to fight against animal testing.",Charles Herman-Wurmfeld,"Reese Witherspoon,
Sally Field,
Regina King",Rolfe Kent,
07/02/2003,Sinbad: Legend of the Seven Seas,"A sailor is framed by goddess Eris for the theft of the Book of Peace, and must travel to her realm at the world's end to find it and save his friend.","Tim Johnson,
Patrick Gilmore","Brad Pitt,
Catherine Zeta-Jones,
Michelle Pfeiffer",Harry Gregson-Williams,
07/02/2003,Terminator 3: Rise of the Machines,"John lives with no record of his existence. Skynet sends the T-X to kill his future wife Kate, but the Terminator returns from the future to protect both.",Jonathan Mostow,"Arnold Schwarzenegger,
Nick Stahl,
Claire Danes",Marco Beltrami,
07/09/2003,Pirates of the Caribbean: The Curse of the Black Pearl,"A blacksmith teams up with eccentric pirate Jack Sparrow to save the governor's daughter from Jack's former pirate allies, who are now undead.",Gore Verbinski,"Johnny Depp,
Geoffrey Rush,
Orlando Bloom",Klaus Badelt,Pirates of the Caribbean 1
07/11/2003,The League of Extraordinary Gentlemen,"In 1899, Allan, Mina, the Invisible Man, Sawyer, Dr. Jekyll and Mr. Hyde, Nemo, and Dorian are called to stop technological madman the Fantom.",Stephen Norrington,"Sean Connery,
Shane West,
Stuart Townsend",Trevor Jones,
07/18/2003,Bad Boys II,"Narcotics detectives Mike and Marcus investigate the flow of ecstasy from a Cuban drug cartel into Florida. Mike dates Syd, Marcus’ sister and a cop.",Michael Bay,"Martin Lawrence,
Will Smith,
Jordi Mollà",Trevor Rabin,
07/18/2003,Johnny English,"After an attack on MI7, clumsy Johnny is the lone agent capable of finishing Agent One's mission of recovering crown jewels taken by a prison owner.",Peter Howitt,"Rowan Atkinson,
Natalie Imbruglia,
Ben Miller",Edward Shearmur,
07/24/2003,Masked and Anonymous,Recently imprisoned rock singer Jack is forced to make a comeback to the performance stage for a charity concert organized by deceptive promoter.,Larry Charles,"Bob Dylan,
Jeff Bridges,
John Goodman",Bob Dylan,
07/25/2003,Buffalo Soldiers,"In 1989 West Germany, Ray participates in black marketeering and selling heroin to corrupt Military Police. His new First Sergeant threatens his work.",Gregor Jordan,"Joaquin Phoenix,
Ed Harris,
Scott Glenn",David Holmes,
07/25/2003,Lara Croft: Tomb Raider – The Cradle of Life,Lara Croft and mercenary friend Terry Sheridan are asked by MI6 to find Pandora's box before a bioweapon dealer utilizes it to unleash a plague.,Jan de Bont,"Angelina Jolie,
Gerard Butler,
Noah Taylor",Alan Silvestri,Lara Croft 2
07/25/2003,Seabiscuit,An undersized Depression-era racehorse's victories lift not only the spirits of the team behind it but also those of their nation.,Gary Ross,"Tobey Maguire,
Jeff Bridges,
Chris Cooper",Randy Newman,
07/25/2003,Spy Kids 3-D: Game Over,"When Carmen goes missing, Juni enters a virtual reality game of the Toymaker. With other players and his grandfather, he strives to end the game.",Robert Rodriguez,"Antonio Banderas,
Carla Gugino,
Alexa Vega",Robert Rodriguez,
08/01/2003,American Wedding,"Jim and Michelle wed with a gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",Jesse Dylan,"Jason Biggs,
Alyson Hannigan,
January Jones",Christophe Beck,American Pie 3
08/01/2003,Gigli,Larry is assigned to kidnap a district attorney's mentally challenged brother. Ricki is sent to watch him to make sure he does not mess up the job.,Martin Brest,"Ben Affleck,
Jennifer Lopez,
Justin Bartha",John Powell,
08/06/2003,Freaky Friday,Engaged therapist Tess and her aspiring musician daughter Anna switch bodies after reading fortune cookies. They experience each other's tough life.,Mark Waters,"Jamie Lee Curtis,
Lindsay Lohan,
Harold Gould",Rolfe Kent,
08/08/2003,S.W.A.T.,The LAPD's Special Weapons and Tactics team works to prevent criminals helping an imprisoned drug kingpin who offered a cash reward escape.,Clark Johnson,"Samuel L. Jackson,
Colin Farrell,
Michelle Rodriguez",Elliot Goldenthal,
08/15/2003,American Splendor,"In 1976, Harvey Pekar publishes a comic book that records his working-class life. He finds his soulmate in a partner in a Delaware comic store.","Shari Springer Berman,
Robert Pulcini","Paul Giamatti,
Hope Davis,
Judah Friedlander",Mark Suozzo,
08/15/2003,Freddy vs. Jason,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",Ronny Yu,"Monica Keena,
Kelly Rowland,
Jason Ritter",Graeme Revell,
